P1_start,P2_start,Path,P1_win,P2_win
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2,2,2
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 3,3,0
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 2,10,16
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 1,4,8
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,0,6
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 2,2,6
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1,0,4
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 3,2,0
"(2,3)","(2,3)",Player 1 2 -> Player 2 2 -> Player 1 3,0,2
"(2,3)","(2,3)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,4,4
"(2,3)","(2,3)",Player 1 2 -> Player 2 3,7,23
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 1,4,15
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1,3,10
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,2,6
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,0,4
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2,1,1
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 2,0,3
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 2,1,7
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 1,0,4
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1,0,2
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 2,0,2
"(2,3)","(2,3)",Player 1 2 -> Player 2 3 -> Player 1 3,0,1
"(2,3)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 2,4,4
"(2,3)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 2,3,3
"(2,3)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 2,1,1
"(2,3)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 2,3,3
"(2,3)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 2,2,2
"(2,3)","(2,3)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 2,1,1
"(2,3)","(2,3)",Player 1 3,36,10
"(2,3)","(2,3)",Player 1 3 -> Player 2 1,18,4
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1,15,3
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 1,6,2
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,4,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 2,5,1
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,3,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 3,2,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,1,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 1 -> Player 1 2,2,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 2,14,3
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 1,11,2
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 1,5,1
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,3,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 2,3,1
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1,2,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 3,1,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 2 -> Player 1 2,2,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 3,4,2
"(2,3)","(2,3)",Player 1 3 -> Player 2 3 -> Player 1 1,2,2
"(2,3)","(2,3)",Player 1 3 -> Player 2 3 -> Player 1 1 -> Player 2 1,1,1
"(2,3)","(2,3)",Player 1 3 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,1,0
"(2,3)","(2,3)",Player 1 3 -> Player 2 3 -> Player 1 1 -> Player 2 2,0,1
"(2,3)","(2,3)",Player 1 3 -> Player 2 3 -> Player 1 2,1,0
"(2,3)","(3,2)",Player 1 1,689,955
"(2,3)","(3,2)",Player 1 1 -> Player 2 1,481,690
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1,371,564
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,255,419
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,205,341
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,146,241
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,118,192
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,80,120
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,40,60
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,10,30
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,7,21
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,47,77
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,36,44
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,20,20
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,4,12
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,42,66
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,26,30
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,14,14
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2,12,20
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 3,0,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,97,129
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,70,89
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,54,70
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,36,44
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,20,20
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,4,12
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,7,7
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,23,29
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,16,16
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2,4,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 3,0,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2,97,117
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,56,72
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,46,62
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,26,30
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,14,14
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2,12,20
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2,32,35
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1,26,26
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1,16,16
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2,4,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3,11,7
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1,6,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1 -> Player 1 1,4,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2,4,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2 -> Player 1 1,3,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 2,165,246
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1,113,179
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,97,129
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,70,89
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,54,70
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,36,44
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,20,20
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,4,12
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,7,7
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,23,29
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,16,16
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2,4,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 3,0,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,12,42
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1,6,22
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,0,14
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2,2,14
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,0,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 3,0,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2,43,59
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,32,35
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,26,26
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,16,16
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2,4,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2,9,17
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1,4,12
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1,0,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 3,7,6
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1,4,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1 -> Player 1 1,3,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 2,3,1
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 2 -> Player 1 1,2,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3,42,18
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1,25,10
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,19,8
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,10,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,7,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2,5,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,4,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 3,0,1
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 2,4,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 2,14,5
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1,10,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1,6,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,4,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 2,3,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 3,3,1
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 3 -> Player 2 1,2,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 3 -> Player 2 1 -> Player 1 1,1,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 3 -> Player 2 2,1,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,15,12
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,10,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,7,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2,5,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1,4,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 3,0,1
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,0,7
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3,0,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3,7,6
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1,6,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1,4,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3,0,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 3,1,1
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 3 -> Player 1 1,1,0
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 3,0,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 3,0,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 3,0,1
"(2,3)","(3,2)",Player 1 2,178,244
"(2,3)","(3,2)",Player 1 2 -> Player 2 1,107,149
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1,97,117
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,56,72
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,46,62
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,26,30
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,14,14
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,12,20
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,4,4
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2,32,35
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,26,26
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,16,16
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,4,4
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,3,3
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2,8,28
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 1,4,12
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,0,8
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 2,2,10
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1,0,6
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 3,0,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 2,51,83
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1,43,59
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1,32,35
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,26,26
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,16,16
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,8,8
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,4,4
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,3,3
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2,9,17
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1,4,12
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,0,8
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2,2,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 2,6,20
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 1,2,10
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,0,6
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 2,2,6
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1,0,4
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 3,0,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 3,19,11
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 1,14,5
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1,10,3
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,6,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,4,0
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2,1,1
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 2,3,0
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 2,5,3
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 1,2,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1,0,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 2,2,0
"(2,3)","(3,2)",Player 1 2 -> Player 2 3 -> Player 1 3,0,1
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3,7,6
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,6,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,4,0
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2,1,1
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,0,4
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 3,0,4
"(2,3)","(3,2)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1,0,2
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 3,0,3
"(2,3)","(3,2)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 3,0,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 2,4,4
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 2,3,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 2,3,3
"(2,3)","(3,2)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 2,2,2
"(2,3)","(3,2)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 2,1,1
"(2,3)","(3,2)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 2,1,1
"(2,3)","(3,2)",Player 1 3,33,13
"(2,3)","(3,2)",Player 1 3 -> Player 2 1,16,6
"(2,3)","(3,2)",Player 1 3 -> Player 2 1 -> Player 1 1,13,5
"(2,3)","(3,2)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 1,6,2
